codigo_comuna,nombre_comuna,pobreza_ingresos_2017,pobreza_multidimensional_2017,pobreza_ingresos_2022,pobreza_multidimensional_2022,tratamiento,delta_ing,delta_multi
5302,Calle Larga,0.17179798,0.16754735,0.0699636177048112,0.1446940639104032,0,-0.10183436229518879,-0.022853286089596803
5303,Rinconada,0.10531131,0.22155365,0.0811464281142058,0.2509969172056229,0,-0.0241648818857942,0.029443267205622903
5304,San Esteban,0.1069641,0.12561534,0.0847279717908345,0.2095939608760251,0,-0.022236128209165512,0.08397862087602512
5401,La Ligua,0.1666296,0.24890117,0.0817521029546143,0.2360825307452728,0,-0.08487749704538569,-0.012818639254727204
5402,Cabildo,0.16371276,0.25332233,0.089311136082706,0.2054373479217536,0,-0.07440162391729402,-0.047884982078246374
5403,Papudo,0.07631796,0.19109505,0.072538349124714,0.1885167222352841,0,-0.003779610875285999,-0.002578327764715893
5404,Petorca,0.10160992,0.19327797,0.0453772904480417,0.1645275509237039,0,-0.056232629551958305,-0.02875041907629608
5405,Zapallar,0.04502509,0.24607102,0.0430643760832731,0.2664368650991422,0,-0.0019607139167268986,0.020365845099142216
5501,Quillota,0.09929992,0.19778726,0.0529792243187874,0.1548179568227342,0,-0.0463206956812126,-0.0429693031772658
5502,Calera,0.15768471,0.23146391,0.0709131362348937,0.1672269428239748,0,-0.0867715737651063,-0.0642369671760252
5503,Hijuelas,0.08977012,0.32145465,0.0908477372380252,0.223375759902125,0,0.0010776172380251997,-0.09807889009787502
5504,La Cruz,0.06928084,0.19806905,0.0317328432254445,0.13961148087308,0,-0.037547996774555496,-0.05845756912691999
5506,Nogales,0.07717904,0.39116577,0.0556203807439519,0.1507740114176979,0,-0.021558659256048107,-0.24039175858230213
5601,San Antonio,0.07510975,0.1884508,0.0663109952991591,0.1421766789704198,0,-0.008798754700840905,-0.0462741210295802
5602,Algarrobo,0.03274533,0.16914121,0.0606386795214108,0.1958341211778206,0,0.027893349521410794,0.026692911177820605
5603,Cartagena,0.06865372,0.22976924,0.0742176240862708,0.2836208815158964,0,0.0055639040862708045,0.05385164151589636
5604,El Quisco,0.03433246,0.20472051,0.0895560346569267,0.1172667245833501,0,0.0552235746569267,-0.0874537854166499
5605,El Tabo,0.06201755,0.16904692,0.0330902558259376,0.2069859415587958,0,-0.028927294174062396,0.037939021558795805
5606,Santo Domingo,0.03979914,0.17076639,0.0597817766074286,0.1613014468356764,0,0.019982636607428605,-0.009464943164323586
5701,San Felipe,0.08170019,0.1992491,0.0702000915994201,0.1720309448127638,0,-0.011500098400579903,-0.02721815518723622
5702,Catemu,0.16867505,0.22322502,0.1204219901044855,0.1845712712210038,0,-0.0482530598955145,-0.03865374877899619
5703,Llaillay,0.07810892,0.26800213,0.0918590488889491,0.1553861159047455,0,0.013750128888949095,-0.11261601409525451
5704,Panquehue,0.10167596,0.22818079,0.0948993088337684,0.1825311779668508,0,-0.006776651166231593,-0.045649612033149184
5705,Putaendo,0.09252123,0.33744685,0.10026670029428,0.2318458256018698,0,0.0077454702942800074,-0.10560102439813021
5706,Santa María,0.12910137,0.15794516,0.0890029557964833,0.1977829503860865,0,-0.04009841420351669,0.03983779038608651
5801,Quilpué,0.0525402,0.1205847,0.0554745185306623,0.1603025276312196,0,0.002934318530662297,0.0397178276312196
5802,Limache,0.0444495,0.30290267,0.0687725825529546,0.1761617545896549,0,0.024323082552954595,-0.12674091541034507
5803,Olmué,0.06921792,0.28029631,0.0749669758314221,0.2611433684465534,0,0.005749055831422101,-0.0191529415534466
5804,Villa Alemana,0.03731373,0.14397465,0.0444261232241176,0.1496365970013776,0,0.007112393224117594,0.005661947001377593
6101,Rancagua,0.10638726,0.13225588,0.0633147898968257,0.1467860766126442,0,-0.043072470103174304,0.014530196612644208
6102,Codegua,0.08943369,0.18721809,0.0554854261259547,0.181508850542737,0,-0.033948263874045294,-0.00570923945726301
6103,Coinco,0.14438583,0.312365,0.0982188256947752,0.2186544384888069,0,-0.04616700430522479,-0.09371056151119311
6104,Coltauco,0.14442604,0.22141236,0.1002123568807099,0.1640428627989336,0,-0.04421368311929011,-0.057369497201066405
6105,Doñihue,0.07490566,0.16602815,0.0906154675177767,0.150522331716512,0,0.015709807517776703,-0.015505818283488015
6106,Graneros,0.07011657,0.18512352,0.0527253498238002,0.1326121310780797,0,-0.017391220176199804,-0.05251138892192031
6107,Las Cabras,0.1333034,0.1819074,0.0757700618822937,0.1647209003832161,0,-0.05753333811770629,-0.017186499616783896
6108,Machalí,0.07241851,0.17981453,0.0304240300783655,0.1288279502614129,0,-0.041994479921634506,-0.05098657973858711
6109,Malloa,0.12141748,0.23890576,0.0979224588549948,0.1339766549633481,0,-0.023495021145005193,-0.1049291050366519
6110,Mostazal,0.09991279,0.26223919,0.0731439871895892,0.2103144227321731,0,-0.026768802810410802,-0.05192476726782691
6111,Olivar,0.08491641,0.25891036,0.079633655473524,0.1843191227390378,0,-0.005282754526476002,-0.0745912372609622
6112,Peumo,0.12510976,0.24307861,0.0771846975122764,0.1081426635227316,0,-0.04792506248772359,-0.13493594647726842
6113,Pichidegua,0.11634192,0.24221957,0.1092073031580498,0.1304149837700122,0,-0.0071346168419502,-0.11180458622998779
6114,Quinta De Tilcoco,0.12904192,0.29742149,0.0903631542591291,0.1475476136345906,0,-0.03867876574087091,-0.14987387636540941
6115,Rengo,0.10198429,0.15455621,0.0543306855548743,0.1356822423743538,0,-0.0476536044451257,-0.018873967625646193
6116,Requínoa,0.07708853,0.26884638,0.029791232299741,0.1678949479353388,0,-0.047297297700259006,-0.1009514320646612
6117,San Vicente,0.07108059,0.1927464,0.0919857025407997,0.1713239198961732,0,0.0209051125407997,-0.021422480103826802
6201,Pichilemu,0.04056908,0.25087176,0.0687241519513018,0.1811798568147862,0,0.028155071951301798,-0.06969190318521379
6202,La Estrella,0.14014257,0.21715486,0.0972836854698636,0.1589648691103269,0,-0.04285888453013639,-0.05818999088967311
6203,Litueche,0.09825092,0.21221844,0.0937223319065256,0.2784890455672739,0,-0.004528588093474409,0.06627060556727388
6204,Marchihue,0.06259719,0.19376644,0.0915280793156548,0.1672746329487706,0,0.02893088931565481,-0.026491807051229416
6205,Navidad,0.1171075,0.31339207,0.1231394137656237,0.2064829004379032,0,0.006031913765623703,-0.10690916956209681
6206,Paredones,0.1478546,0.24778167,0.1493725761650852,0.2119516198970477,0,0.0015179761650851997,-0.035830050102952316
6301,San Fernando,0.10123158,0.18332937,0.0680844329056693,0.1364157641574735,0,-0.0331471470943307,-0.04691360584252649
6302,Chépica,0.11950377,0.28034751,0.0886505643884024,0.1635293464255572,0,-0.0308532056115976,-0.11681816357444283
6303,Chimbarongo,0.15857141,0.21476203,0.0852544086262547,0.1745653840249027,0,-0.07331700137374529,-0.040196645975097284
6304,Lolol,0.13359179,0.2193882,0.1145996711178917,0.2201930221921328,0,-0.01899211888210829,8.048221921327925e-4
6305,Nancagua,0.11174936,0.15727458,0.0891118720322719,0.1551725270452553,0,-0.022637487967728104,-0.002102052954744693
6306,Palmilla,0.09127718,0.26839395,0.0811980875883981,0.1814471049826391,0,-0.010079092411601903,-0.08694684501736089
6307,Peralillo,0.07602012,0.18645861,0.0718150224300943,0.1578689958581813,0,-0.004205097569905697,-0.02858961414181871
6308,Placilla,0.17643578,0.21150043,0.0959394977136381,0.1902561804393729,0,-0.08049628228636188,-0.021244249560627093
6309,Pumanque,0.10663007,0.24688695,0.1236410123484773,0.1470926442698932,0,0.017010942348477304,-0.09979430573010678
6310,Santa Cruz,0.0496429,0.15908295,0.0670195937995793,0.1057750663535234,0,0.017376693799579297,-0.053307883646476595
7101,Talca,0.07981595,0.17092195,0.0572701967777684,0.1064248432373778,0,-0.022545753222231596,-0.06449710676262219
7102,Constitución,0.07541426,0.20843868,0.1081072542788957,0.1716681538620413,0,0.0326929942788957,-0.0367705261379587
7103,Curepto,0.15417901,0.31520738,0.1409961701302721,0.1248884156947247,0,-0.013182839869727903,-0.19031896430527528
7104,Empedrado,0.16625834,0.37588125,0.1258615159951405,0.1810387600156589,0,-0.0403968240048595,-0.1948424899843411
7105,Maule,0.1103221,0.31072966,0.0907249603652165,0.1103678762469931,0,-0.019597139634783503,-0.20036178375300692
7106,Pelarco,0.15974821,0.29122541,0.1177984450149211,0.2060063051451192,0,-0.04194976498507891,-0.08521910485488082
7107,Pencahue,0.0849309,0.3173921,0.1168547056300677,0.2063081350629477,0,0.03192380563006769,-0.1110839649370523
7108,Río Claro,0.10634282,0.27756753,0.0940344211187788,0.2079968740283901,0,-0.012308398881221205,-0.06957065597160991
7109,San Clemente,0.16650646,0.35652126,0.1052914243377955,0.1803188109056239,0,-0.0612150356622045,-0.1762024490943761
7110,San Rafael,0.06977858,0.23458422,0.1126402723092326,0.1197787028133674,0,0.04286169230923259,-0.11480551718663261
7201,Cauquenes,0.20000014,0.26197959,0.1157221024864185,0.1612264833012279,0,-0.0842780375135815,-0.10075310669877208
7202,Chanco,0.20374063,0.43418023,0.1431555836782915,0.2280337293486035,0,-0.0605850463217085,-0.2061465006513965
7203,Pelluhue,0.19376692,0.29974462,0.1278868865740387,0.2019016499091143,0,-0.0658800334259613,-0.09784297009088572
7301,Curicó,0.09851311,0.15172951,0.0727344963965281,0.174270016603429,0,-0.025778613603471903,0.02254050660342899
7302,Hualañé,0.21385008,0.21142252,0.0920953406712878,0.1613148822912643,0,-0.1217547393287122,-0.05010763770873569
7303,Licantén,0.23263637,0.24303982,0.073529089128023,0.1443029071057684,0,-0.159107280871977,-0.09873691289423159
7304,Molina,0.13050635,0.16622861,0.0787188587902467,0.1792187669623471,0,-0.05178749120975329,0.012990156962347094
7305,Rauco,0.18138953,0.23621109,0.1046940775833883,0.1869603474046295,0,-0.07669545241661169,-0.04925074259537052
7306,Romeral,0.11690577,0.24059632,0.0765027834005433,0.1638044877870572,0,-0.04040298659945671,-0.0767918322129428
7307,Sagrada Familia,0.1567053,0.19940694,0.087606056446404,0.1663596148994721,0,-0.069099243553596,-0.03304732510052791
7308,Teno,0.09153017,0.20634385,0.0753906417667139,0.1871496463325077,0,-0.0161395282332861,-0.019194203667492304
7309,Vichuquén,0.17128331,0.37365512,0.0872167424050513,0.2020057626313176,0,-0.0840665675949487,-0.17164935736868242
7401,Linares,0.11340097,0.22914411,0.0885919552169169,0.1047177256301094,0,-0.024809014783083103,-0.1244263843698906
7402,Colbún,0.25091513,0.30506398,0.1181205973029969,0.2037950260841096,0,-0.1327945326970031,-0.10126895391589041
7403,Longaví,0.2385037,0.37316719,0.1161055510284763,0.2150522571608853,0,-0.12239814897152371,-0.15811493283911468
7404,Parral,0.16911426,0.23397966,0.0927740647276361,0.1357331702205417,0,-0.0763401952723639,-0.0982464897794583
7405,Retiro,0.22514205,0.31913125,0.1218370057800926,0.1887671387886526,0,-0.10330504421990741,-0.1303641112113474
7406,San Javier,0.20021908,0.29433982,0.0970500027439013,0.1550942014328016,0,-0.1031690772560987,-0.1392456185671984
7407,Villa Alegre,0.19620953,0.30523182,0.0977406128748939,0.1333261529497468,0,-0.0984689171251061,-0.17190566705025317
7408,Yerbas Buenas,0.22078633,0.32913822,0.1156975900531806,0.1674776312342532,0,-0.1050887399468194,-0.1616605887657468
8101,Concepción,0.076952,0.13426546,0.0540667725117365,0.1147780254770943,0,-0.022885227488263507,-0.019487434522905703
8102,Coronel,0.11355252,0.14545671,0.0627748074851006,0.1357765716343146,0,-0.050777712514899404,-0.009680138365685376
8103,Chiguayante,0.08714971,0.12647706,0.0571067698213955,0.1086998656243048,0,-0.030042940178604503,-0.017777194375695207
8104,Florida,0.15872625,0.37827812,0.1077854627772424,0.2743999992297454,0,-0.05094078722275762,-0.1038781207702546
8105,Hualqui,0.12908332,0.22151223,0.1033807937198529,0.2086274386008481,0,-0.025702526280147103,-0.012884791399151913
8106,Lota,0.18130009,0.19616061,0.0841591503408318,0.1751600700905135,0,-0.0971409396591682,-0.021000539909486526
8107,Penco,0.08586593,0.18259738,0.0605331369319333,0.1152410352340905,0,-0.02533279306806669,-0.0673563447659095
8109,Santa Juana,0.15478639,0.29732238,0.1280438568771017,0.1932417650525873,0,-0.026742533122898288,-0.10408061494741269
8110,Talcahuano,0.07914328,0.16653557,0.0508274311371509,0.1055202428923566,0,-0.028315848862849095,-0.06101532710764339
8111,Tomé,0.07272963,0.21713104,0.0797694072007244,0.153392936651816,0,0.0070397772007243925,-0.063738103348184
8112,Hualpén,0.10529945,0.10954233,0.0321556544467154,0.096813991003835,0,-0.0731437955532846,-0.01272833899616499
8201,Lebu,0.132473,0.32239832,0.1052461122573942,0.2635464883090293,0,-0.0272268877426058,-0.05885183169097069
8202,Arauco,0.15933187,0.1839622,0.0919633777899737,0.170527167685417,0,-0.06736849221002629,-0.013435032314582984
8203,Cañete,0.15803516,0.20061957,0.1327324636700346,0.2725037414105536,0,-0.025302696329965402,0.07188417141055362
8204,Contulmo,0.24216284,0.29969568,0.1229370962304697,0.2334205373874799,0,-0.1192257437695303,-0.06627514261252013
8205,Curanilahue,0.12304258,0.12045073,0.0848369356180284,0.1982850550599733,0,-0.038205644381971604,0.07783432505997329
8206,Los Álamos,0.16085991,0.26651771,0.1110636110482628,0.1949182305379775,0,-0.04979629895173719,-0.071599479462022525
8207,Tirúa,0.26080515,0.34881546,0.2008124298944406,0.3412283249669039,0,-0.059992720105559394,-0.007587135033096104
8301,Los Ángeles,0.17415379,0.16133263,0.0845303222425905,0.1410373788294475,0,-0.08962346775740951,-0.020295251170552503
8302,Antuco,0.28763007,0.19788192,0.1445153956231243,0.1357727680901923,0,-0.14311467437687572,-0.0621091519098077
8303,Cabrero,0.11202894,0.14102765,0.1035195465766158,0.1696590997670865,0,-0.008509393423384193,0.02863144976708651
8304,Laja,0.19354642,0.25088825,0.1126259380668065,0.1630933665450215,0,-0.0809204819331935,-0.08779488345497849
8305,Mulchén,0.14801229,0.24379123,0.1216238491587788,0.2250082407336402,0,-0.02638844084122119,-0.018782989266359795
8306,Nacimiento,0.17353189,0.25728964,0.109726027871444,0.1190982975603903,0,-0.06380586212855599,-0.13819134243960968
8307,Negrete,0.17865508,0.22914528,0.0994554752298376,0.1479066971047656,0,-0.0791996047701624,-0.08123858289523442
8308,Quilaco,0.21121315,0.27591058,0.1302699543346095,0.1791983659002294,0,-0.08094319566539049,-0.09671221409977063
8309,Quilleco,0.16048127,0.25581265,0.1348236293186302,0.1798665491260707,0,-0.025657640681369803,-0.07594610087392928
8310,San Rosendo,0.20803186,0.17903816,0.1097114228804065,0.1442366037432356,0,-0.09832043711959351,-0.0348015562567644
8311,Santa Bárbara,0.16387206000000001,0.24442625,0.1474064808854524,0.179607765447841,0,-0.0164655791145476,-0.06481848455215902
8312,Tucapel,0.1576684,0.19366997,0.1095376758567159,0.1521601553846696,0,-0.04813072414328409,-0.041509814615330404
8313,Yumbel,0.21028359,0.24692465,0.1255900304518519,0.1611046980422006,0,-0.08469355954814808,-0.0858199519577994
8314,Alto Biobío,0.39734079,0.60732401,0.2211119832696153,0.3891185831387436,0,-0.1762288067303847,-0.21820542686125644
9101,Temuco,0.10371617,0.16508571,0.0858731134685895,0.1386498346664029,0,-0.017843056531410495,-0.026435875333597092
9102,Carahue,0.24396579,0.51377302,0.1791262112929498,0.3040528466908992,0,-0.06483957870705018,-0.2097201733091008
9103,Cunco,0.19653942,0.34190476,0.1480947838943408,0.1798340013016798,0,-0.04844463610565919,-0.16207075869832016
9104,Curarrehue,0.22847045,0.54114033,0.1521925567262996,0.2310883451868623,0,-0.07627789327370038,-0.31005198481313767
9105,Freire,0.24020264,0.34135564,0.1441236436286287,0.2504313802928911,0,-0.0960789963713713,-0.09092425970710893
9106,Galvarino,0.37286297,0.54443293,0.1675842073730385,0.399338288860634,0,-0.20527876262696151,-0.14509464113936604
9107,Gorbea,0.11297005,0.30234953,0.12754527656974,0.1979370321525757,0,0.014575226569739988,-0.10441249784742429
9108,Lautaro,0.16795547,0.22130998,0.0881335305609899,0.1950039856942205,0,-0.0798219394390101,-0.026305994305779484
9109,Loncoche,0.30205946,0.3107614,0.1227706099754267,0.1570289721390054,0,-0.1792888500245733,-0.1537324278609946
9110,Melipeuco,0.25711641,0.4064021,0.1566905777888791,0.1757631275205453,0,-0.10042583221112092,-0.2306389724794547
9111,Nueva Imperial,0.19880688,0.43547636,0.1282838681912552,0.2358469572435264,0,-0.07052301180874479,-0.19962940275647362
9113,Perquenco,0.219331,0.33647659,0.1414140149910871,0.2323790597862453,0,-0.07791698500891289,-0.10409753021375473
9114,Pitrufquén,0.10642299,0.2809266,0.1067562143921306,0.1753362090468202,0,3.3322439213059885e-4,-0.10559039095317982
9115,Pucón,0.08912129,0.27557437,0.0815630919386379,0.2007808323040329,0,-0.007558198061362112,-0.07479353769596711
9116,Saavedra,0.35380893,0.54229918,0.2427790507363581,0.4446117256808059,0,-0.11102987926364191,-0.09768745431919407
9117,Teodoro Schmidt,0.27462362,0.3580627,0.1993382101295594,0.2592297182952448,0,-0.0752854098704406,-0.09883298170475519
9118,Toltén,0.35105058,0.46377859,0.1678913118682342,0.2672949053851563,0,-0.1831592681317658,-0.19648368461484367
9119,Vilcún,0.31972391,0.4359139,0.1171375768691899,0.2274699305910103,0,-0.2025863331308101,-0.2084439694089897
9120,Villarrica,0.12514797,0.27534851,0.0767430901586592,0.1569900574524313,0,-0.0484048798413408,-0.11835845254756869
9121,Cholchol,0.41604544,0.54167772,0.1968788132237581,0.3651108177317344,0,-0.21916662677624188,-0.1765669022682656
9201,Angol,0.15559463,0.2126753,0.0902662095009179,0.1963600674638373,0,-0.06532842049908211,-0.01631523253616271
9202,Collipulli,0.24027875,0.36564783,0.1313837175107866,0.2207295548304465,0,-0.10889503248921342,-0.1449182751695535
9203,Curacautín,0.14214784,0.25977156,0.1092938122360393,0.1889667081808378,0,-0.032854027763960694,-0.07080485181916221
9204,Ercilla,0.26687255,0.47276071,0.1784881441824691,0.4159821195200991,0,-0.08838440581753088,-0.05677859047990086
9205,Lonquimay,0.33480922,0.54934608,0.1836051616650008,0.3196250733089366,0,-0.15120405833499923,-0.22972100669106338
9206,Los Sauces,0.24080369,0.37334062,0.1735602636652928,0.2547271186018171,0,-0.06724342633470717,-0.11861350139818289
9207,Lumaco,0.33320903,0.47214555,0.2146869468141867,0.341354691288683,0,-0.11852208318581331,-0.13079085871131702
9208,Purén,0.1770292,0.40113289,0.1294895634365,0.3092650906976528,0,-0.04753963656349999,-0.09186779930234723
9209,Renaico,0.18578177,0.22198853,0.1247576527893416,0.1661970247749153,0,-0.06102411721065841,-0.05579150522508469
9210,Traiguén,0.21272821,0.32287048,0.1414555179852079,0.2114692834493723,0,-0.07127269201479211,-0.11140119655062772
9211,Victoria,0.22497901,0.32619713,0.1434975133541408,0.1934026351309397,0,-0.08148149664585921,-0.1327944948690603
10101,Puerto Montt,0.11422159,0.20335364,0.0649607520553968,0.1549817387771495,0,-0.0492608379446032,-0.04837190122285051
10102,Calbuco,0.13465872,0.41103062,0.0851029844370064,0.3312038814801961,0,-0.049555735562993614,-0.07982673851980393
10103,Cochamó,0.13594979,0.34148517,0.1079937247332228,0.2273495510319352,0,-0.027956065266777186,-0.11413561896806482
10104,Fresia,0.18037101,0.32598359,0.1120609040367706,0.2855706635910681,0,-0.0683101059632294,-0.040412926408931904
10105,Frutillar,0.10357,0.26395348,0.0583622476355584,0.2031228134917048,0,-0.0452077523644416,-0.06083066650829522
10106,Los Muermos,0.10406882,0.3426447,0.116458852845239,0.2922247036839122,0,0.012390032845238999,-0.050419996316087845
10107,Llanquihue,0.13691201,0.21309504,0.0591694874021962,0.1795517139823419,0,-0.0777425225978038,-0.03354332601765811
10108,Maullín,0.16350048,0.3075604,0.1269646823510594,0.3018116725949436,0,-0.036535797648940604,-0.005748727405056386
10109,Puerto Varas,0.05874276,0.21093638,0.0211498409616075,0.1399656981389983,0,-0.0375929190383925,-0.0709706818610017
10201,Castro,0.10125657,0.23231826,0.0322611562396279,0.1821138994250152,0,-0.0689954137603721,-0.050204360574984785
10202,Ancud,0.14518747,0.25042273,0.0552579191735656,0.2295276483630872,0,-0.08992955082643442,-0.020895081636912782
10203,Chonchi,0.12779166,0.34460325,0.0927966391586106,0.2844525905593493,0,-0.034995020841389404,-0.06015065944065073
10204,Curaco De Vélez,0.13809998,0.31563732,0.0945413240617612,0.2633466625474813,0,-0.04355865593823881,-0.05229065745251871
10205,Dalcahue,0.11601071,0.25299398,0.0934923641044132,0.285809711329468,0,-0.022518345895586808,0.03281573132946797
10206,Puqueldón,0.13815176,0.38648381,0.177582537963943,0.2422483180793752,0,0.03943077796394298,-0.1442354919206248
10207,Queilén,0.1980326,0.41256904,0.1225810557964359,0.2929986448372935,0,-0.0754515442035641,-0.11957039516270651
10208,Quellón,0.13116244,0.36292533,0.0901175894643707,0.2990910400907058,0,-0.041044850535629285,-0.06383428990929418
10209,Quemchi,0.20322162,0.39798921,0.1237815143860561,0.2341360343338149,0,-0.07944010561394389,-0.16385317566618507
10210,Quinchao,0.2695973,0.43355627,0.1243995669858368,0.2524860988007638,0,-0.14519773301416317,-0.18107017119923624
10301,Osorno,0.08518271,0.22033351,0.061613408936192,0.1423975554903045,0,-0.023569301063807994,-0.07793595450969551
10302,Puerto Octay,0.13996886,0.27432036,0.0752986706991756,0.3068151024440027,0,-0.0646701893008244,0.03249474244400269
10303,Purranque,0.1123131,0.29530678,0.0858921314877395,0.2581086143140769,0,-0.0264209685122605,-0.0371981656859231
10304,Puyehue,0.12191193,0.30106992,0.0956614339367623,0.2394532086292785,0,-0.026250496063237705,-0.0616167113707215
10305,Río Negro,0.15314492,0.27933586,0.0830981134341372,0.2302825542473828,0,-0.07004680656586279,-0.04905330575261718
10307,San Pablo,0.16609207,0.31613864,0.0982503330203316,0.255344153589068,0,-0.0678417369796684,-0.06079448641093205
10401,Chaitén,0.12169462,0.26697705,0.0895098671271891,0.2469898153169616,0,-0.032184752872810904,-0.019987234683038396
10402,Futaleufú,0.10714858,0.28724009,0.0559904041910052,0.2272631186649464,0,-0.051158175808994795,-0.059976971335053614
10403,Hualaihué,0.16991809,0.29420334,0.1035540993190805,0.2618400702035827,0,-0.0663639906809195,-0.03236326979641729
10404,Palena,0.09957714,0.23938687,0.0912023029537353,0.2052198565786676,0,-0.008374837046264696,-0.03416701342133241
