codigo_comuna,nombre_comuna,pobreza_ingresos_2017,pobreza_multidimensional_2017,pobreza_ingresos_2022,pobreza_multidimensional_2022
13401,San Bernardo,0.09424567,0.26069268,0.059864930343402,0.187083020315408
13402,Buin,0.08040875,0.24929632,0.0444721142801943,0.1912057793361563
13404,Paine,0.04239802,0.22330431,0.0586517216842387,0.2094850900412792
13501,Melipilla,0.05167612,0.24922144,0.0757175913066109,0.2281134898446986
13502,Alhué,0.06712937,0.20279452,0.0961215691178509,0.2911035118064121
13503,Curacaví,0.07438832,0.22553595,0.0599645896271706,0.258418715898418
13504,María Pinto,0.10800503,0.33142473,0.0731372423151892,0.2715921479932036
13505,San Pedro,0.09271245,0.31838821,0.1409629534176342,0.3192779104468019
13601,Talagante,0.0370787,0.21327123,0.0626047290092693,0.1698984462018954
13602,El Monte,0.08728387,0.33670084,0.0707650508205365,0.2296377699192857
13604,Padre Hurtado,0.08775394,0.21615951,0.036555849221063,0.1955494940972744
13605,Peñaflor,0.04890097,0.13461507,0.073286094763447,0.1513094900503816
14101,Valdivia,0.07639297,0.14069017,0.0342715334033779,0.1386223017888399
14102,Corral,0.23147843,0.35039539,0.0759000257120419,0.2320288569132301
14103,Lanco,0.19184744,0.25794384,0.0393670360233787,0.1561648214119377
14104,Los Lagos,0.15490136,0.29529092,0.0673438316637861,0.2411874646691474
14105,Máfil,0.12555116,0.29800181,0.0716023266873598,0.2291606508370504
14106,Mariquina,0.15628272,0.24051953,0.0785328002559927,0.2655911389224059
14107,Paillaco,0.19127224,0.25253485,0.0643078198493627,0.1721009073093174
14108,Panguipulli,0.14695453,0.3258433,0.1019868755754151,0.2510161159840891
14201,La Unión,0.1334944,0.24474091,0.0865489581014772,0.1858749758873568
14202,Futrono,0.14073058,0.32934762,0.0931467475317275,0.1907634908429269
14203,Lago Ranco,0.14616602,0.37721825,0.1237322296459419,0.3544857319170339
14204,Río Bueno,0.16441624,0.30065041,0.0571985402904972,0.2103033904954631
15101,Arica,0.08343243,0.21117414,0.0913500310603765,0.1834113930770417
15102,Camarones,0.08799863,0.58687589,0.1258451737359476,0.3704037536250898
15201,Putre,0.14501979,0.5032156,0.0734557782595266,0.3087604023654103
15202,General Lagos,0.20996549,0.6719668,0.212383442279538,0.5863894708556825
16101,Chillán,0.11666087,0.17715121,0.1051217978621383,0.1269630985938948
16102,Bulnes,0.14880693,0.28693441,0.1274120374413699,0.100806620749028
16103,Chillán Viejo,0.19102634,0.2404726,0.0854601980277464,0.1522176825661911
16104,El Carmen,0.28766531,0.34075869,0.1492478148913714,0.1895754763471514
16105,Pemuco,0.23840729,0.28481367,0.1901762109141105,0.2008643254940415
16106,Pinto,0.25063218,0.37132874,0.1026716429003472,0.2245620692918464
16107,Quillón,0.16656863,0.30657764,0.159685311127159,0.120027699525152
16108,San Ignacio,0.24871311,0.32797332,0.1573774854850437,0.2163537142062218
16109,Yungay,0.19379242,0.1988546,0.1083309460468144,0.1284612256150411
16201,Quirihue,0.18259972,0.35300313,0.0776619559849026,0.189286705957747
16202,Cobquecura,0.34175233,0.47244792,0.1905337466302314,0.2426675062628528
16203,Coelemu,0.18277766,0.30724551,0.1304629702648099,0.1842682709137559
16204,Ninhue,0.25342266,0.34760358,0.1612982869088716,0.2138532306402699
16205,Portezuelo,0.18694311,0.35473162,0.1511123302857005,0.2079587436321335
16206,Ránquil,0.09504346,0.2431543,0.1677266580250115,0.1545919984533925
16207,Treguaco,0.2058784,0.23650528,0.1714588534791126,0.187701958243253
16301,San Carlos,0.13799042,0.27495298,0.1369243569248478,0.150668458856357
16302,Coihueco,0.22031088,0.27251788,0.1348855952670668,0.2449211644252362
16303,Ñiquén,0.19943576,0.30764155,0.1384196963915372,0.1916005022450043
16304,San Fabián,0.13765151,0.32431595,0.1495704128715382,0.1503396003108059
16305,San Nicolás,0.14310729,0.34965596,0.1077681430225962,0.1971272210960514
